record_id,level,filename,template_path,field_order,field_name,field_label,semantic_definition,entry_rule,requiredness,controlled_vocabulary,controlled_values,sensitivity,validation_rule,book_anchor
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,5,Method or authority basis,Method or authority basis,How the source produces knowledge or authority.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,6,"Population, case or scope","Population, case or scope",Source-specific boundary.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,7,Finding or requirement,Finding or requirement,Precise statement in paraphrase.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,8,Load-bearing use,Load-bearing use,Claim or decision it supports.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,9,What it does not support,What it does not support,Explicit source-fit boundary.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,10,Contradictions or caveats,Contradictions or caveats,Internal or external limitations.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,11,Version or current status,Version or current status,"Retraction, update, supersession or amendment status.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,explicit version or dated revision; no ambiguous labels such as final-final,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORE_SOURCE_NOTE_FULL,full,CORE_SOURCE_NOTE_FULL.csv,companion/04_TEMPLATES_FULL/CORE_SOURCE_NOTE_FULL.csv,12,Reader verification,Reader verification,Location in original and verification date.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.5 Read, verify and appraise load-bearing sources; 7.3 Write the introduction and state of the art as a problem-to-position sequence"
FULL-CORPUS_LEDGER_FULL,full,CORPUS_LEDGER_FULL.csv,companion/04_TEMPLATES_FULL/CORPUS_LEDGER_FULL.csv,1,record_id,Record id,Stable identifier for the record. It must not change when the file is copied.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty stable identifier; unique within the project namespace,"3.3 Keep records, publications, studies and evidence distinct; 3.4 Use CORPUS to build a traceable evidence base"
FULL-CORPUS_LEDGER_FULL,full,CORPUS_LEDGER_FULL.csv,companion/04_TEMPLATES_FULL/CORPUS_LEDGER_FULL.csv,2,citation_or_object,Citation or object,"Verified source or identity information for citation or object, sufficient for independent resolution.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.3 Keep records, publications, studies and evidence distinct; 3.4 Use CORPUS to build a traceable evidence base"
FULL-CORPUS_LEDGER_FULL,full,CORPUS_LEDGER_FULL.csv,companion/04_TEMPLATES_FULL/CORPUS_LEDGER_FULL.csv,3,source_class,Source class,"Verified source or identity information for source class, sufficient for independent resolution.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.3 Keep records, publications, studies and evidence distinct; 3.4 Use CORPUS to build a traceable evidence base"
FULL-CORPUS_LEDGER_FULL,full,CORPUS_LEDGER_FULL.csv,companion/04_TEMPLATES_FULL/CORPUS_LEDGER_FULL.csv,4,discovery_route,Discovery route,Record discovery route in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.3 Keep records, publications, studies and evidence distinct; 3.4 Use CORPUS to build a traceable evidence base"
FULL-CORPUS_LEDGER_FULL,full,CORPUS_LEDGER_FULL.csv,companion/04_TEMPLATES_FULL/CORPUS_LEDGER_FULL.csv,5,identifier,identifier,Stable identifier for identifier. Use a reproducible project naming convention.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty stable identifier; unique within the project namespace,"3.3 Keep records, publications, studies and evidence distinct; 3.4 Use CORPUS to build a traceable evidence base"
FULL-CORPUS_LEDGER_FULL,full,CORPUS_LEDGER_FULL.csv,companion/04_TEMPLATES_FULL/CORPUS_LEDGER_FULL.csv,6,record_id_external,Record id external,Record record id external in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,"3.3 Keep records, publications, studies and evidence distinct; 3.4 Use CORPUS to build a traceable evidence base"
FULL-CORPUS_LEDGER_FULL,full,CORPUS_LEDGER_FULL.csv,companion/04_TEMPLATES_FULL/CORPUS_LEDGER_FULL.csv,7,publication_id,Publication id,Stable identifier for publication id. Use a reproducible project naming convention.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty stable identifier; unique within the project namespace,"3.3 Keep records, publications, studies and evidence distinct; 3.4 Use CORPUS to build a traceable evidence base"
